junction,datetime,transition,transProb
TC,2010-04-12 06:15:00,qTD,7.85232917294486e-05
TC,2010-04-12 06:15:00,qTU,0.000331327975309939
TC,2010-04-12 06:15:00,qUD,0.00629202962386784
TC,2010-04-12 06:15:00,qUT,0.000733863596243367
HOR,2010-04-12 06:30:00,qDT,3.8993317040249e-05
HOR,2010-04-12 06:30:00,qDU,4.82273920491026e-05
HOR,2010-04-12 06:30:00,qTD,4.44955850847766e-06
HOR,2010-04-12 06:30:00,qTU,2.06344491993166e-05
HOR,2010-04-12 06:30:00,qUD,0.0243805359158737
HOR,2010-04-12 06:30:00,qUT,0.0658395979710668
TC,2010-04-12 06:30:00,qDT,0.000137826566463744
TC,2010-04-12 06:30:00,qDU,0.000315926774678614
TC,2010-04-12 06:30:00,qTD,7.91209822104171e-05
TC,2010-04-12 06:30:00,qTU,0.000330745075187954
TC,2010-04-12 06:30:00,qUD,0.0098470797982249
TC,2010-04-12 06:30:00,qUT,0.000644725388315857
HOR,2010-04-12 06:45:00,qDT,3.89897208642399e-05
HOR,2010-04-12 06:45:00,qDU,4.81571930905915e-05
HOR,2010-04-12 06:45:00,qTD,4.48113200503124e-06
HOR,2010-04-12 06:45:00,qTU,2.060441433543e-05
HOR,2010-04-12 06:45:00,qUD,0.0272420063486826
HOR,2010-04-12 06:45:00,qUT,0.0656676404189633
TC,2010-04-12 06:45:00,qDT,0.000137796416926987
TC,2010-04-12 06:45:00,qDU,0.000237751074502394
TC,2010-04-12 06:45:00,qTD,7.98046154439168e-05
TC,2010-04-12 06:45:00,qTU,0.000330075758548422
TC,2010-04-12 06:45:00,qUD,0.0139242226046355
TC,2010-04-12 06:45:00,qUT,0.000558492029765211
HOR,2010-04-12 07:00:00,qDT,3.89866066651672e-05
HOR,2010-04-12 07:00:00,qDU,4.80778896564254e-05
HOR,2010-04-12 07:00:00,qTD,4.51639466702869e-06
HOR,2010-04-12 07:00:00,qTU,2.05704840902375e-05
HOR,2010-04-12 07:00:00,qUD,0.0304343161443852
HOR,2010-04-12 07:00:00,qUT,0.0655104140205131
TC,2010-04-12 07:00:00,qDT,0.000137777404775892
TC,2010-04-12 07:00:00,qDU,0.000179640347252179
TC,2010-04-12 07:00:00,qTD,8.07657011912438e-05
TC,2010-04-12 07:00:00,qTU,0.000329127087160605
TC,2010-04-12 07:00:00,qUD,0.0196586099056473
TC,2010-04-12 07:00:00,qUT,0.000483679463649649
HOR,2010-04-12 07:15:00,qDT,3.89923649929537e-05
HOR,2010-04-12 07:15:00,qDU,4.80423324977715e-05
HOR,2010-04-12 07:15:00,qTD,4.52914419743472e-06
HOR,2010-04-12 07:15:00,qTU,2.05552708383353e-05
HOR,2010-04-12 07:15:00,qUD,0.0315861440537374
HOR,2010-04-12 07:15:00,qUT,0.0657183032536252
TC,2010-04-12 07:15:00,qDT,0.000137770475100985
TC,2010-04-12 07:15:00,qDU,0.000169167236322912
TC,2010-04-12 07:15:00,qTD,8.11430893659601e-05
TC,2010-04-12 07:15:00,qTU,0.000328759661980669
TC,2010-04-12 07:15:00,qUD,0.0219102605721071
TC,2010-04-12 07:15:00,qUT,0.000423854871260064
HOR,2010-04-12 07:30:00,qDT,3.89980618612614e-05
HOR,2010-04-12 07:30:00,qDU,4.80057144938232e-05
HOR,2010-04-12 07:30:00,qTD,4.54237390978382e-06
HOR,2010-04-12 07:30:00,qTU,2.05396037000715e-05
HOR,2010-04-12 07:30:00,qUD,0.0327808076323857
HOR,2010-04-12 07:30:00,qUT,0.0659231983779827
TC,2010-04-12 07:30:00,qDT,0.000137764972663962
TC,2010-04-12 07:30:00,qDU,0.000160484362052368
TC,2010-04-12 07:30:00,qTD,8.15608472584874e-05
TC,2010-04-12 07:30:00,qTU,0.000328350641660789
TC,2010-04-12 07:30:00,qUD,0.0244014203439014
TC,2010-04-12 07:30:00,qUT,0.000371404370229281
HOR,2010-04-12 07:45:00,qDT,3.90067014019454e-05
HOR,2010-04-12 07:45:00,qDU,4.8001273972305e-05
HOR,2010-04-12 07:45:00,qTD,4.54057734546288e-06
HOR,2010-04-12 07:45:00,qTU,2.05377038077433e-05
HOR,2010-04-12 07:45:00,qUD,0.0326164800381525
HOR,2010-04-12 07:45:00,qUT,0.0662571964025813
TC,2010-04-12 07:45:00,qDT,0.000137762744192931
TC,2010-04-12 07:45:00,qDU,0.00017656769672462
TC,2010-04-12 07:45:00,qTD,8.14450471822126e-05
TC,2010-04-12 07:45:00,qTU,0.000328474128184267
TC,2010-04-12 07:45:00,qUD,0.0237144549390105
TC,2010-04-12 07:45:00,qUT,0.000325390974386129
HOR,2010-04-12 08:00:00,qDT,3.90149107653306e-05
HOR,2010-04-12 08:00:00,qDU,4.79972492974395e-05
HOR,2010-04-12 08:00:00,qTD,4.5387869125463e-06
HOR,2010-04-12 08:00:00,qTU,2.05359818368277e-05
HOR,2010-04-12 08:00:00,qUD,0.0324528135026316
HOR,2010-04-12 08:00:00,qUT,0.0665746347580359
TC,2010-04-12 08:00:00,qDT,0.000137760431869496
TC,2010-04-12 08:00:00,qDU,0.000194171998379297
TC,2010-04-12 08:00:00,qTD,8.13334832992568e-05
TC,2010-04-12 08:00:00,qTU,0.000328592435415629
TC,2010-04-12 08:00:00,qUD,0.0230529255070321
TC,2010-04-12 08:00:00,qUT,0.000285015317668277
HOR,2010-04-12 08:15:00,qDT,3.90212922115785e-05
HOR,2010-04-12 08:15:00,qDU,4.80014183512672e-05
HOR,2010-04-12 08:15:00,qTD,4.53427284562822e-06
HOR,2010-04-12 08:15:00,qTU,2.05377655807767e-05
HOR,2010-04-12 08:15:00,qUD,0.0320433998325481
HOR,2010-04-12 08:15:00,qUT,0.0668247629557175
TC,2010-04-12 08:15:00,qDT,0.000137759432451188
TC,2010-04-12 08:15:00,qDU,0.000212463730743052
TC,2010-04-12 08:15:00,qTD,8.11654641011088e-05
TC,2010-04-12 08:15:00,qTU,0.000328764105997685
TC,2010-04-12 08:15:00,qUD,0.0220543211837378
TC,2010-04-12 08:15:00,qUT,0.000263162311243002
HOR,2010-04-12 08:30:00,qDT,3.90274833824986e-05
HOR,2010-04-12 08:30:00,qDU,4.80056532784002e-05
HOR,2010-04-12 08:30:00,qTD,4.52981200453342e-06
HOR,2010-04-12 08:30:00,qTU,2.05395775088438e-05
HOR,2010-04-12 08:30:00,qUD,0.0316388154746842
HOR,2010-04-12 08:30:00,qUT,0.0670675352116188
TC,2010-04-12 08:30:00,qDT,0.000137758244372999
TC,2010-04-12 08:30:00,qDU,0.000231039794048742
TC,2010-04-12 08:30:00,qTD,8.1006754114721e-05
TC,2010-04-12 08:30:00,qTU,0.000328926181040181
TC,2010-04-12 08:30:00,qUD,0.0211110241626014
TC,2010-04-12 08:30:00,qUT,0.000243016658957723
HOR,2010-04-12 08:45:00,qDT,3.90308771812417e-05
HOR,2010-04-12 08:45:00,qDU,4.80037574463212e-05
HOR,2010-04-12 08:45:00,qTD,4.52917109451804e-06
HOR,2010-04-12 08:45:00,qTU,2.05387663706009e-05
HOR,2010-04-12 08:45:00,qUD,0.0315801360185235
HOR,2010-04-12 08:45:00,qUT,0.0671986548070015
TC,2010-04-12 08:45:00,qDT,0.000137758122034748
TC,2010-04-12 08:45:00,qDU,0.000233817846323747
TC,2010-04-12 08:45:00,qTD,8.09812595014712e-05
TC,2010-04-12 08:45:00,qTU,0.000328952055134322
TC,2010-04-12 08:45:00,qUD,0.0209594172124796
TC,2010-04-12 08:45:00,qUT,0.000240745186838794
HOR,2010-04-12 09:00:00,qDT,3.90342840308999e-05
HOR,2010-04-12 09:00:00,qDU,4.80018510026623e-05
HOR,2010-04-12 09:00:00,qTD,4.52852914082502e-06
HOR,2010-04-12 09:00:00,qTU,2.0537950692157e-05
HOR,2010-04-12 09:00:00,qUD,0.0315213608871114
HOR,2010-04-12 09:00:00,qUT,0.0673302735558646
TC,2010-04-12 09:00:00,qDT,0.000137757946439521
TC,2010-04-12 09:00:00,qDU,0.000235573754856705
TC,2010-04-12 09:00:00,qTD,8.09573651409548e-05
TC,2010-04-12 09:00:00,qTU,0.000328976321577112
TC,2010-04-12 09:00:00,qUD,0.0208171256262905
TC,2010-04-12 09:00:00,qUT,0.000238517785199923
HOR,2010-04-12 09:15:00,qDT,3.90369352506404e-05
HOR,2010-04-12 09:15:00,qDU,4.79961787011367e-05
HOR,2010-04-12 09:15:00,qTD,4.52982172092114e-06
HOR,2010-04-12 09:15:00,qTU,2.05355237785356e-05
HOR,2010-04-12 09:15:00,qUD,0.031637617875505
HOR,2010-04-12 09:15:00,qUT,0.0674307372263702
TC,2010-04-12 09:15:00,qDT,0.00013775825639449
TC,2010-04-12 09:15:00,qDU,0.000225552243028996
TC,2010-04-12 09:15:00,qTD,8.10326934006054e-05
TC,2010-04-12 09:15:00,qTU,0.000328899798254451
TC,2010-04-12 09:15:00,qUD,0.021264657601552
TC,2010-04-12 09:15:00,qUT,0.000245671632400872
HOR,2010-04-12 09:30:00,qDT,3.90396039807116e-05
HOR,2010-04-12 09:30:00,qDU,4.79904800574306e-05
HOR,2010-04-12 09:30:00,qTD,4.53111807975535e-06
HOR,2010-04-12 09:30:00,qTU,2.05330855943203e-05
HOR,2010-04-12 09:30:00,qUD,0.0317542031854452
HOR,2010-04-12 09:30:00,qUT,0.0675318612238445
TC,2010-04-12 09:30:00,qDT,0.000137758531082292
TC,2010-04-12 09:30:00,qDU,0.000215880190229991
TC,2010-04-12 09:30:00,qTD,8.11099729538559e-05
TC,2010-04-12 09:30:00,qTU,0.000328821297824769
TC,2010-04-12 09:30:00,qUD,0.0217238506508166
TC,2010-04-12 09:30:00,qUT,0.000252978826445668
HOR,2010-04-12 09:45:00,qDT,3.9041918377743e-05
HOR,2010-04-12 09:45:00,qDU,4.79850646805695e-05
HOR,2010-04-12 09:45:00,qTD,4.53244484449377e-06
HOR,2010-04-12 09:45:00,qTU,2.05307686067925e-05
HOR,2010-04-12 09:45:00,qUD,0.0318736055082471
HOR,2010-04-12 09:45:00,qUT,0.0676193297846518
TC,2010-04-12 09:45:00,qDT,0.000137759139890821
TC,2010-04-12 09:45:00,qDU,0.000206508094727502
TC,2010-04-12 09:45:00,qTD,8.11661630340404e-05
TC,2010-04-12 09:45:00,qTU,0.00032876326919345
TC,2010-04-12 09:45:00,qUD,0.0220571296829853
TC,2010-04-12 09:45:00,qUT,0.000263988388726464
HOR,2010-04-12 10:00:00,qDT,3.90442411062592e-05
HOR,2010-04-12 10:00:00,qDU,4.79796300691589e-05
HOR,2010-04-12 10:00:00,qTD,4.53377627414641e-06
HOR,2010-04-12 10:00:00,qTU,2.05284433896951e-05
HOR,2010-04-12 10:00:00,qUD,0.0319934183988915
HOR,2010-04-12 10:00:00,qUT,0.0677071063451802
TC,2010-04-12 10:00:00,qDT,0.000137759734116261
TC,2010-04-12 10:00:00,qDU,0.000197824013924755
TC,2010-04-12 10:00:00,qTD,8.12230091444833e-05
TC,2010-04-12 10:00:00,qTU,0.000328704514633065
TC,2010-04-12 10:00:00,qUD,0.0223944417546936
TC,2010-04-12 10:00:00,qUT,0.000275415360424922
HOR,2010-04-12 10:15:00,qDT,3.90464662433388e-05
HOR,2010-04-12 10:15:00,qDU,4.79763281999164e-05
HOR,2010-04-12 10:15:00,qTD,4.53423695768753e-06
HOR,2010-04-12 10:15:00,qTU,2.0527030673635e-05
HOR,2010-04-12 10:15:00,qUD,0.0320345560514702
HOR,2010-04-12 10:15:00,qUT,0.067792084605638
TC,2010-04-12 10:15:00,qDT,0.000137760088268046
TC,2010-04-12 10:15:00,qDU,0.000196101696379248
TC,2010-04-12 10:15:00,qTD,8.1181084880042e-05
TC,2010-04-12 10:15:00,qTU,0.000328745640445938
TC,2010-04-12 10:15:00,qUD,0.0221437704279937
TC,2010-04-12 10:15:00,qUT,0.000280205205642257
HOR,2010-04-12 10:30:00,qDT,3.90487059627115e-05
HOR,2010-04-12 10:30:00,qDU,4.79730115480426e-05
HOR,2010-04-12 10:30:00,qTD,4.53469772694461e-06
HOR,2010-04-12 10:30:00,qTU,2.05256116327748e-05
HOR,2010-04-12 10:30:00,qUD,0.0320756962471862
HOR,2010-04-12 10:30:00,qUT,0.0678776189173377
TC,2010-04-12 10:30:00,qDT,0.000137760439309595
TC,2010-04-12 10:30:00,qDU,0.000194394402957318
TC,2010-04-12 10:30:00,qTD,8.11399475867629e-05
TC,2010-04-12 10:30:00,qTU,0.000328785972207888
TC,2010-04-12 10:30:00,qUD,0.0218977794578936
TC,2010-04-12 10:30:00,qUT,0.000285037754003644
HOR,2010-04-12 10:45:00,qDT,3.90508953848776e-05
HOR,2010-04-12 10:45:00,qDU,4.79722774842627e-05
HOR,2010-04-12 10:45:00,qTD,4.5340750469965e-06
HOR,2010-04-12 10:45:00,qTU,2.05252975610731e-05
HOR,2010-04-12 10:45:00,qUD,0.0320189392055345
HOR,2010-04-12 10:45:00,qUT,0.0679624119216058
TC,2010-04-12 10:45:00,qDT,0.000137760523737684
TC,2010-04-12 10:45:00,qDU,0.000199471859061931
TC,2010-04-12 10:45:00,qTD,8.10165563226524e-05
TC,2010-04-12 10:45:00,qTU,0.000328909840990052
TC,2010-04-12 10:45:00,qUD,0.0211622012339868
TC,2010-04-12 10:45:00,qUT,0.000282194546464974
HOR,2010-04-12 11:00:00,qDT,3.90530879160012e-05
HOR,2010-04-12 11:00:00,qDU,4.79715417513221e-05
HOR,2010-04-12 11:00:00,qTD,4.53345175102648e-06
HOR,2010-04-12 11:00:00,qTU,2.05249827752153e-05
HOR,2010-04-12 11:00:00,qUD,0.0319621263807817
HOR,2010-04-12 11:00:00,qUT,0.0680473241613064
TC,2010-04-12 11:00:00,qDT,0.000137760558572655
TC,2010-04-12 11:00:00,qDU,0.000204094963653281
TC,2010-04-12 11:00:00,qTD,8.08987441798628e-05
TC,2010-04-12 11:00:00,qTU,0.000329028134542769
TC,2010-04-12 11:00:00,qUD,0.020459658759057
TC,2010-04-12 11:00:00,qUT,0.000279326501427923
HOR,2010-04-12 11:15:00,qDT,3.90552357369669e-05
HOR,2010-04-12 11:15:00,qDU,4.79729390150466e-05
HOR,2010-04-12 11:15:00,qTD,4.53193497462432e-06
HOR,2010-04-12 11:15:00,qTU,2.05255805992843e-05
HOR,2010-04-12 11:15:00,qUD,0.0318245807307981
HOR,2010-04-12 11:15:00,qUT,0.068131505890039
TC,2010-04-12 11:15:00,qDT,0.000137760961355942
TC,2010-04-12 11:15:00,qDU,0.000211216326585953
TC,2010-04-12 11:15:00,qTD,8.07138231970478e-05
TC,2010-04-12 11:15:00,qTU,0.000329213211388138
TC,2010-04-12 11:15:00,qUD,0.0193565476258597
TC,2010-04-12 11:15:00,qUT,0.000278418605290948
HOR,2010-04-12 11:30:00,qDT,3.90573114018061e-05
HOR,2010-04-12 11:30:00,qDU,4.79744048965804e-05
HOR,2010-04-12 11:30:00,qTD,4.53041971210175e-06
HOR,2010-04-12 11:30:00,qTU,2.05262077817177e-05
HOR,2010-04-12 11:30:00,qUD,0.0316871850945497
HOR,2010-04-12 11:30:00,qUT,0.0682129157845104
TC,2010-04-12 11:30:00,qDT,0.000137761293522742
TC,2010-04-12 11:30:00,qDU,0.00021751973681294
TC,2010-04-12 11:30:00,qTD,8.05405059031851e-05
TC,2010-04-12 11:30:00,qTU,0.000329386693751304
TC,2010-04-12 11:30:00,qUD,0.0183221959248655
TC,2010-04-12 11:30:00,qUT,0.000277453524401616
HOR,2010-04-12 11:45:00,qDT,3.90592502915438e-05
HOR,2010-04-12 11:45:00,qDU,4.79785822139218e-05
HOR,2010-04-12 11:45:00,qTD,4.52780287230373e-06
HOR,2010-04-12 11:45:00,qTU,2.05279950612447e-05
HOR,2010-04-12 11:45:00,qUD,0.031450257369871
HOR,2010-04-12 11:45:00,qUT,0.0682902939041645
TC,2010-04-12 11:45:00,qDT,0.000137762687408864
TC,2010-04-12 11:45:00,qDU,0.000227273423174665
TC,2010-04-12 11:45:00,qTD,8.0272316048907e-05
TC,2010-04-12 11:45:00,qTU,0.000329653843760504
TC,2010-04-12 11:45:00,qUD,0.0167209104557075
TC,2010-04-12 11:45:00,qUT,0.000283727268941393
HOR,2010-04-12 12:00:00,qDT,3.90609871240812e-05
HOR,2010-04-12 12:00:00,qDU,4.79829347763982e-05
HOR,2010-04-12 12:00:00,qTD,4.52519750413519e-06
HOR,2010-04-12 12:00:00,qTU,2.05298573200016e-05
HOR,2010-04-12 12:00:00,qUD,0.0312143964752296
HOR,2010-04-12 12:00:00,qUT,0.0683599015745723
TC,2010-04-12 12:00:00,qDT,0.000137764216359924
TC,2010-04-12 12:00:00,qDU,0.000237713267543644
TC,2010-04-12 12:00:00,qTD,8.00264274203173e-05
TC,2010-04-12 12:00:00,qTU,0.000329898662282314
TC,2010-04-12 12:00:00,qUD,0.0152523617465872
TC,2010-04-12 12:00:00,qUT,0.000290182429203185
HOR,2010-04-12 12:15:00,qDT,3.90627501416495e-05
HOR,2010-04-12 12:15:00,qDU,4.79919761776865e-05
HOR,2010-04-12 12:15:00,qTD,4.52057479710785e-06
HOR,2010-04-12 12:15:00,qTU,2.05337257144935e-05
HOR,2010-04-12 12:15:00,qUD,0.0307961548618487
HOR,2010-04-12 12:15:00,qUT,0.0684327584838973
TC,2010-04-12 12:15:00,qDT,0.000137767985665071
TC,2010-04-12 12:15:00,qDU,0.000262407940395002
TC,2010-04-12 12:15:00,qTD,7.96374993056544e-05
TC,2010-04-12 12:15:00,qTU,0.000330285210649122
TC,2010-04-12 12:15:00,qUD,0.0129299179832952
TC,2010-04-12 12:15:00,qUT,0.000304522338872981
HOR,2010-04-12 12:30:00,qDT,3.90643813580885e-05
HOR,2010-04-12 12:30:00,qDU,4.80010076422378e-05
HOR,2010-04-12 12:30:00,qTD,4.51601273310734e-06
HOR,2010-04-12 12:30:00,qTU,2.05375898575137e-05
HOR,2010-04-12 12:30:00,qUD,0.0303833709115969
HOR,2010-04-12 12:30:00,qUT,0.0685004924419521
TC,2010-04-12 12:30:00,qDT,0.000137772719473549
TC,2010-04-12 12:30:00,qDU,0.000292582497696245
TC,2010-04-12 12:30:00,qTD,7.93053161497386e-05
TC,2010-04-12 12:30:00,qTU,0.000330614886135439
TC,2010-04-12 12:30:00,qUD,0.0109469863330452
TC,2010-04-12 12:30:00,qUT,0.000319630666172981
HOR,2010-04-12 12:45:00,qDT,3.90668961520116e-05
HOR,2010-04-12 12:45:00,qDU,4.80205722468854e-05
HOR,2010-04-12 12:45:00,qTD,4.50656598800875e-06
HOR,2010-04-12 12:45:00,qTU,2.05459606405599e-05
HOR,2010-04-12 12:45:00,qUD,0.0295286227635114
HOR,2010-04-12 12:45:00,qUT,0.0686076147273459
TC,2010-04-12 12:45:00,qDT,0.000137784355218167
TC,2010-04-12 12:45:00,qDU,0.00036426966024346
TC,2010-04-12 12:45:00,qTD,7.88019690833425e-05
TC,2010-04-12 12:45:00,qTU,0.000331113583207153
TC,2010-04-12 12:45:00,qUD,0.00794583103315664
TC,2010-04-12 12:45:00,qUT,0.00034764808272705
HOR,2010-04-12 13:00:00,qDT,3.90697479011137e-05
HOR,2010-04-12 13:00:00,qDU,4.80391625139779e-05
HOR,2010-04-12 13:00:00,qTD,4.49739194913957e-06
HOR,2010-04-12 13:00:00,qTU,2.05539145499288e-05
HOR,2010-04-12 13:00:00,qUD,0.02869824348755
HOR,2010-04-12 13:00:00,qUT,0.0687274059827673
TC,2010-04-12 13:00:00,qDT,0.000137800756229072
TC,2010-04-12 13:00:00,qDU,0.000454854181189502
TC,2010-04-12 13:00:00,qTD,7.84350738001641e-05
TC,2010-04-12 13:00:00,qTU,0.000331475456817075
TC,2010-04-12 13:00:00,qUD,0.00576527826382587
TC,2010-04-12 13:00:00,qUT,0.000377892775546454
HOR,2010-04-12 13:15:00,qDT,3.90745122840465e-05
HOR,2010-04-12 13:15:00,qDU,4.80826662539405e-05
HOR,2010-04-12 13:15:00,qTD,4.47674027018849e-06
HOR,2010-04-12 13:15:00,qTU,2.05725277738121e-05
HOR,2010-04-12 13:15:00,qUD,0.0268284937769084
HOR,2010-04-12 13:15:00,qUT,0.0689335418218115
TC,2010-04-12 13:15:00,qDT,0.000137841326646533
TC,2010-04-12 13:15:00,qDU,0.000654196438177577
TC,2010-04-12 13:15:00,qTD,7.80584222696135e-05
TC,2010-04-12 13:15:00,qTU,0.000331843680500622
TC,2010-04-12 13:15:00,qUD,0.00354986404434411
TC,2010-04-12 13:15:00,qUT,0.000428628583592493
HOR,2010-04-12 13:30:00,qDT,3.90795672222579e-05
HOR,2010-04-12 13:30:00,qDU,4.81227535776219e-05
HOR,2010-04-12 13:30:00,qTD,4.45742600151212e-06
HOR,2010-04-12 13:30:00,qTU,2.05896792722132e-05
HOR,2010-04-12 13:30:00,qUD,0.0250786962256088
HOR,2010-04-12 13:30:00,qUT,0.0691494527527819
TC,2010-04-12 13:30:00,qDT,0.000137908281036689
TC,2010-04-12 13:30:00,qDU,0.000930663572662398
TC,2010-04-12 13:30:00,qTD,7.78209341831413e-05
TC,2010-04-12 13:30:00,qTU,0.000332071637996154
TC,2010-04-12 13:30:00,qUD,0.00218730682942925
TC,2010-04-12 13:30:00,qUT,0.000485977201383362
HOR,2010-04-12 13:45:00,qDT,3.90866612193087e-05
HOR,2010-04-12 13:45:00,qDU,4.81908082938529e-05
HOR,2010-04-12 13:45:00,qTD,4.42527337182558e-06
HOR,2010-04-12 13:45:00,qTU,2.06187967148623e-05
HOR,2010-04-12 13:45:00,qUD,0.0221638234856071
HOR,2010-04-12 13:45:00,qUT,0.0694582881654353
TC,2010-04-12 13:45:00,qDT,0.000137994016926176
TC,2010-04-12 13:45:00,qDU,0.00124135521572452
TC,2010-04-12 13:45:00,qTD,7.77022019366425e-05
TC,2010-04-12 13:45:00,qTU,0.000332181919557853
TC,2010-04-12 13:45:00,qUD,0.00154607262236467
TC,2010-04-12 13:45:00,qUT,0.000536806653696833
HOR,2010-04-12 14:00:00,qDT,3.90929659632172e-05
HOR,2010-04-12 14:00:00,qDU,4.82509774404821e-05
HOR,2010-04-12 14:00:00,qTD,4.39683229445905e-06
HOR,2010-04-12 14:00:00,qTU,2.06445402894204e-05
HOR,2010-04-12 14:00:00,qUD,0.0195831219274329
HOR,2010-04-12 14:00:00,qUT,0.0697328052517264
TC,2010-04-12 14:00:00,qDT,0.000138120884091442
TC,2010-04-12 14:00:00,qDU,0.00164376897899774
TC,2010-04-12 14:00:00,qTD,7.76112334112225e-05
TC,2010-04-12 14:00:00,qTU,0.000332263493671113
TC,2010-04-12 14:00:00,qUD,0.00109303363373171
TC,2010-04-12 14:00:00,qUT,0.000593299546785038
HOR,2010-04-12 14:15:00,qDT,3.90986757736499e-05
HOR,2010-04-12 14:15:00,qDU,4.83022071864566e-05
HOR,2010-04-12 14:15:00,qTD,4.37247051415834e-06
HOR,2010-04-12 14:15:00,qTU,2.06664591107642e-05
HOR,2010-04-12 14:15:00,qUD,0.0173708156160002
HOR,2010-04-12 14:15:00,qUT,0.0699799998188834
TC,2010-04-12 14:15:00,qDT,0.0001381694941669
TC,2010-04-12 14:15:00,qDU,0.00165097118768968
TC,2010-04-12 14:15:00,qTD,7.76009383140537e-05
TC,2010-04-12 14:15:00,qTU,0.000332264339118556
TC,2010-04-12 14:15:00,qUD,0.00103283126908187
TC,2010-04-12 14:15:00,qUT,0.000650110600179874
HOR,2010-04-12 14:30:00,qDT,3.91032694749674e-05
HOR,2010-04-12 14:30:00,qDU,4.83481482940125e-05
HOR,2010-04-12 14:30:00,qTD,4.35084902671475e-06
HOR,2010-04-12 14:30:00,qTU,2.06861151700172e-05
HOR,2010-04-12 14:30:00,qUD,0.0154060893376787
HOR,2010-04-12 14:30:00,qUT,0.0701812612337129
TC,2010-04-12 14:30:00,qDT,0.000138225941412467
TC,2010-04-12 14:30:00,qDU,0.00166791183711736
TC,2010-04-12 14:30:00,qTD,7.75906977788848e-05
TC,2010-04-12 14:30:00,qTU,0.000332264204051087
TC,2010-04-12 14:30:00,qUD,0.000975226470472696
TC,2010-04-12 14:30:00,qUT,0.000712487240169115
HOR,2010-04-12 14:45:00,qDT,3.910342399375e-05
HOR,2010-04-12 14:45:00,qDU,4.83659563724458e-05
HOR,2010-04-12 14:45:00,qTD,4.34316366927442e-06
HOR,2010-04-12 14:45:00,qTU,2.06937344169622e-05
HOR,2010-04-12 14:45:00,qUD,0.0147075757802847
HOR,2010-04-12 14:45:00,qUT,0.0701958956842666
TC,2010-04-12 14:45:00,qDT,0.000138239354471466
TC,2010-04-12 14:45:00,qDU,0.00143922135084509
TC,2010-04-12 14:45:00,qTD,7.76136551853194e-05
TC,2010-04-12 14:45:00,qTU,0.000332222968990312
TC,2010-04-12 14:45:00,qUD,0.00105993612243059
TC,2010-04-12 14:45:00,qUT,0.000822361733987895
HOR,2010-04-12 15:00:00,qDT,3.91036673239621e-05
HOR,2010-04-12 15:00:00,qDU,4.83828481704002e-05
HOR,2010-04-12 15:00:00,qTD,4.3358323472585e-06
HOR,2010-04-12 15:00:00,qTU,2.07009616301704e-05
HOR,2010-04-12 15:00:00,qUD,0.0140410702239348
HOR,2010-04-12 15:00:00,qUT,0.0702135500160478
TC,2010-04-12 15:00:00,qDT,0.000138254137698155
TC,2010-04-12 15:00:00,qDU,0.00125124746433428
TC,2010-04-12 15:00:00,qTD,7.76361350074037e-05
TC,2010-04-12 15:00:00,qTU,0.000332179469634061
TC,2010-04-12 15:00:00,qUD,0.00115125830223161
TC,2010-04-12 15:00:00,qUT,0.000948710889873444
HOR,2010-04-12 15:15:00,qDT,3.91002000872832e-05
HOR,2010-04-12 15:15:00,qDU,4.83913521684685e-05
HOR,2010-04-12 15:15:00,qTD,4.33367735198545e-06
HOR,2010-04-12 15:15:00,qTU,2.0704600094662e-05
HOR,2010-04-12 15:15:00,qUD,0.0138454628767666
HOR,2010-04-12 15:15:00,qUT,0.0700824404826816
TC,2010-04-12 15:15:00,qDT,0.000138248596361152
TC,2010-04-12 15:15:00,qDU,0.00111706015990219
TC,2010-04-12 15:15:00,qTD,7.76559715098952e-05
TC,2010-04-12 15:15:00,qTU,0.000332145087312975
TC,2010-04-12 15:15:00,qUD,0.00123922063011162
TC,2010-04-12 15:15:00,qUT,0.00103613966989492
HOR,2010-04-12 15:30:00,qDT,3.90974619404382e-05
HOR,2010-04-12 15:30:00,qDU,4.83990465553481e-05
HOR,2010-04-12 15:30:00,qTD,4.33155680805314e-06
HOR,2010-04-12 15:30:00,qTU,2.070789216425e-05
HOR,2010-04-12 15:30:00,qUD,0.0136528967859735
HOR,2010-04-12 15:30:00,qUT,0.0699793604239772
TC,2010-04-12 15:30:00,qDT,0.000138243239088177
TC,2010-04-12 15:30:00,qDU,0.000998837743446205
TC,2010-04-12 15:30:00,qTD,7.7676274711026e-05
TC,2010-04-12 15:30:00,qTU,0.000332108891092361
TC,2010-04-12 15:30:00,qUD,0.00133370262306937
TC,2010-04-12 15:30:00,qUT,0.00113166020841049
HOR,2010-04-12 15:45:00,qDT,3.90950140339829e-05
HOR,2010-04-12 15:45:00,qDU,4.84167663938535e-05
HOR,2010-04-12 15:45:00,qTD,4.32502266074024e-06
HOR,2010-04-12 15:45:00,qTU,2.07154736573908e-05
HOR,2010-04-12 15:45:00,qUD,0.013058864960313
HOR,2010-04-12 15:45:00,qUT,0.0698924100554036
TC,2010-04-12 15:45:00,qDT,0.00013823825649162
TC,2010-04-12 15:45:00,qDU,0.00098074405800841
TC,2010-04-12 15:45:00,qTD,7.76808146508448e-05
TC,2010-04-12 15:45:00,qTU,0.000332102990199648
TC,2010-04-12 15:45:00,qUD,0.00135677323437159
TC,2010-04-12 15:45:00,qUT,0.00113983774804268
HOR,2010-04-12 16:00:00,qDT,3.88814769161463e-05
